free_text,label_id,split,is_text_null,is_text_empty
Tao xịt máu mũi luôn á chúng mày,0,train,False,False
Tèo Tèo tú joker ;))),0,train,False,False
Phúc Hưng clm :))),1,train,False,False
Tại sao phải trả lời thầy,0,train,False,False
gi vay abe :)),0,train,False,False
Nghe nói nv đc tốp xin một lần,0,train,False,False
"Tụi mày tuổi lồn, nói thế cho nó vuông",2,train,False,False
Vòng thầy hiệu trưởng hơi nặng :)),0,train,False,False
Hoàng Ngọc Hòa sũa cc,2,train,False,False
Miba young,0,train,False,False
ỳe ỳe ỳe :33,0,train,False,False
Thầy éo đi show nữa ak 😄,0,train,False,False
"Đúng nghĩa "" Bóp Dái Cả Team"" Thầy đánh ntn Lủng hết rồi.",2,train,False,False
Quả demo làm e k ngủ dc =)),0,train,False,False
Ba gà,2,train,False,False
✪Fan Tấn Trung,0,train,False,False
Cút lên top đi...việc còn lại cứ để bọn t lo,0,train,False,False
Happy new year,0,train,False,False
Xin video bác,0,train,False,False
E điểm danh cmn hết rồi thầy khỏi lo :)),0,train,False,False
kenny you bảo thích ăn gà abe ơi,0,train,False,False
Có vẻ ngon,0,train,False,False
Già mà dơ zạy aba,2,train,False,False
Nghi vấn thầy chà trộn TTBL tu,0,train,False,False
Đm mặc sịp vào chim to vcl ạ =)))),1,train,False,False
ủng hộ abe,0,train,False,False
Huỳnh Văn Tặng,0,train,False,False
Trung gì đây mấy cha :)),0,train,False,False
Ế quá nên sale à thầy,0,train,False,False
xin hình gốc cái ông ơi =))),0,train,False,False
Thực ra chỉ có anh mus chơi còn thầy ba chỉ giữ mỗi nút space :)))),0,train,False,False
Nguyễn Thành Công thầy cố tình vậy để đỡ mất công biến về đấy,0,train,False,False
Ib tui tui gửi cho nè,0,train,False,False
T có súng đây này,0,train,False,False
🤣🤣🤣 nước cống với nước suối,0,train,False,False
Nghe giọng lứng quá,0,train,False,False
Phươngg Bìnhh đổi 25 mảnh hàng hiệu đc 750 tinh hoa kìa,0,train,False,False
giọng cười phu thuê 😂,0,train,False,False
Nguyễn Tài koi ccc bn,1,train,False,False
lạy thím. đuôi .garena.vn rồi còn sợ wed giả.,0,train,False,False
Chờ em mặc quần cái,0,train,False,False
T phải phạt cô thật nặng mới được!,0,train,False,False
đi phố bô sa tìm danh hài hải ngoại chưa thầy,0,train,False,False
tự hào là học trò của abe,0,train,False,False
Kiểu gì SBTC chả thắng :)),0,train,False,False
áo với quần này đẹp hơn nè thầy ơi =)),0,train,False,False
Tú cho anh Ba con blue,0,train,False,False
Vào đây kiếm thóc nè các trò của Abe . Liên hệ mình để nhận ưu đãi 3tr nè,0,train,False,False
sale cc,1,train,False,False
Võ Minh Hiếu xin video pro,0,train,False,False
Cho e hỏi kênh mới của thầy để em vô sud ạ ?,0,train,False,False
Tại sao abe phải trả lời bạn ? 🙂,0,train,False,False
Vc,0,train,False,False
liêm sĩ ji tầm này abe ôi,0,train,False,False
áo khá xịn xò :v,0,train,False,False
Mệt mỏi ...,0,train,False,False
Sống chậm tí các bạn,0,train,False,False
Khung này ổn áp không thầy,0,train,False,False
Mong thầy đánh tỉnh táo hơn đừng để nó lừa,0,train,False,False
Chào cứng :v,0,train,False,False
Ok thầy ơi =))),0,train,False,False
Nặng vc 😃,0,train,False,False
Tien Dang live là ai ?????,0,train,False,False
Tươi dị hả thầy yêu,0,train,False,False
Còn đây là BAROIBEO,0,train,False,False
Chào thầy !!! Chơi bê đê không thầy :)),0,train,False,False
Susan đang giận,0,train,False,False
Cái này reset tiền thưởng 😂,0,train,False,False
cỡ giáo án Doãn Chí Bình tối qua ko ba gà :)),0,train,False,False
Như cc z thầy ơi :v,2,train,False,False
bên Mina Macro chuẩn quá top đầu luôn nè,0,train,False,False
gáy đê thầy ơi,0,train,False,False
Phan Thai đệt t về liền nè,0,train,False,False
Nghe ns chuyến này thầy đánh cko skt,0,train,False,False
giọng ca hảm chết cdm ng nghê luôn mà share cái j,1,train,False,False
Ghép làm chó nha ae,0,train,False,False
Họp thò thụt,0,train,False,False
Đây là thầy giáo ba. Đẹp trai Vl . Ý tau là thằng ở phía dưới góc phải đó,0,train,False,False
Chụp hình sao ngủ vậyy mẹ mít =))),0,train,False,False
cục xúc vl =)),0,train,False,False
Quá chất abe ơi,0,train,False,False
dou ma thầy,2,train,False,False
Hồ Văn Kiệt Duy Trương,0,train,False,False
mọi chuyện có abe lo hết,0,train,False,False
:((((,0,train,False,False
xin quả nhạc đầu,0,train,False,False
Được đó thầy,0,train,False,False
không mặt sịp à thầy :DD,0,train,False,False
Thanh Trà Trương ?,0,train,False,False
xin video với b,0,train,False,False
Cách phân biệt thằng ngu ba gà và ba vi thì đúng hơn đó thầy,2,train,False,False
Đẹp trai tài năng tư duy đỉnh cả đỉnh thầy dell có nha các em và thầy rất tỉnh,0,train,False,False
Xuống kim cương chưa Abe,0,train,False,False
ổng nói lập kênh mới chứ không nói xóa kênh cũ,0,train,False,False
cac gì bóng của thầy là con chó à?hay linh thú nằm trong thầy đây,0,train,False,False
Trung đa cấp,0,train,False,False
nhìn như ghép :)),0,train,False,False
Óc ti thờ ry óc ty thờ ry,0,train,False,False
ổn thầy,0,train,False,False
ship a 10 hộp ra bắc ninh nào,0,train,False,False
xem giọng cười mình lại chán đéo muốn nói 🤦,0,train,False,False
Cực kỳ thuyết phục !,0,train,False,False
ああ、王子様、妹を許してください、彼女は呪われています...歌を歌っていたのは私でした...彼女は十分に困っています、悪化させないでください。,0,train,False,False
Được của ló thank thầy,0,train,False,False
Hép pi niu yeahhh,0,train,False,False
Đm chúng mày,2,train,False,False
k phải thầy em đâu,0,train,False,False
H,0,train,False,False
Như 2 giọt nước,0,train,False,False
Nhờn à :v,0,train,False,False
1tr súp rồi nhớ giữ lời hứa năm xưa nha thầy,0,train,False,False
Xin vd,0,train,False,False
Được 2 cái,0,train,False,False
Sao cho thầy đội cái nón vàng 1 thế kia =)),0,train,False,False
Hè năm ngoái à :)))),0,train,False,False
Trần Văn Hưng tia nhanh thế,0,train,False,False
Cực kì thuyết phục!!!!,0,train,False,False
Lỗ đít nè chơi đi,1,train,False,False
Dạ,0,train,False,False
Thầy tui ơi 😆😆,0,train,False,False
Để bạn em đánh hộ thầy,0,train,False,False
Thương hiệu mãi theo năm tháng abe ơi,0,train,False,False
nhâm phẩm kém vá sena😂😂,0,train,False,False
Chắc panda vui 🙃,0,train,False,False
"Nghi ""vu khống"" à :)))",0,train,False,False
Văn Qúy bần đạo hãy cho bổn tọ cái video này với :>,0,train,False,False
:))) ăn ở thôi abe,0,train,False,False
Anh em mau nhường giải cho Sela trả nợ nào,0,train,False,False
Panda thái đã xem,0,train,False,False
Có link cho xem với mấy bạn,0,train,False,False
Ảo thuật,0,train,False,False
Mới nhìn thầy thay đồ mà giờ nằm một cục rồi,0,train,False,False
Chết rồi ha mấy đứa,0,train,False,False
Hau Nguyen con cặc :v,2,train,False,False
Ai đây,0,train,False,False
Ngáo thế,1,train,False,False
Anh ba sẽ là người có nút bạc nhanh thứ 2 mà đừng lo aba ơi,0,train,False,False
Hay quá thầy ưiiii,0,train,False,False
Thầy solo vs faker đỉnh quá,0,train,False,False
:)) rồi đó em về đây,0,train,False,False
Ngứa hết cả cặc,1,train,False,False
buồn nha,0,train,False,False
Đập sắp mặt sena thầy ơi,2,train,False,False
Bui Hoang hay anh ơi,0,train,False,False
Như này đủ tấu hài chưa thầy :Đ,0,train,False,False
Tấu hài gamming,0,train,False,False
Cái này thầy live lúc nài zay tụi bay,0,train,False,False
chán luôn,1,train,False,False
khổ thân cmt ko ai like cho lên top,0,train,False,False
Tú đã sẵn sàng,0,train,False,False
thầy gê thiệt,0,train,False,False
Nứng nứng nứng à,1,train,False,False
Hóng,0,train,False,False
Thế này thì chịu rồi abee ơiiiii,0,train,False,False
🤣🤣🤣 nước cống với nước suối,0,train,False,False
Poppy is the best,0,train,False,False
Phạm Nguyễn Cát Vy cljv con,1,train,False,False
Thầy ơi bọn này khịa nè :)) Mà cho em xin tên YT mới ạ.,0,train,False,False
Mọi người cho em hỏi hôm 15/1 em ko điểm danh ngày mai em vào điểm danh bù lại có được ko vậy mọi người?,0,train,False,False
Anh Duy sao kì quá z m,0,train,False,False
Lâm Quốc Huy chấp mày đi nước cờ đầu tiên,0,train,False,False
rất chi đẹp trai ❤️,0,train,False,False
con gì trông cửa trông nhà,0,train,False,False
Có họ hàng j không mà giống 3 gà vl,0,train,False,False
Đinh Nguyễn Vươn Anh Tuan,0,train,False,False
#ERROR!,0,train,False,False
E thấy tư duy anh Ba không thi Siêu Trí Tuệ bộ môn Marco thì hơi phí,0,train,False,False
Chúc hơi muộn đó abe :)),0,train,False,False
xin vid,0,train,False,False
đkm dơ vc,1,train,False,False
Thầy em là phải hơn. Nhưng ngu hơn ă🤧,2,train,False,False
thầy đẹp trai quá mấy đứa,0,train,False,False
Dơ vlll nhưng t thích,0,train,False,False
Lê Minh Nhất đặc vụ Poppy đâu bro,0,train,False,False
Ai đó trả lời vs t đây là e gái thầy ak?,0,train,False,False
Chấm hỏi,0,train,False,False
sao nhập ko đc ta,0,train,False,False
Con gà phải để cho abe,0,train,False,False
Lê Văn Quật nhớ thời ffq :)),0,train,False,False
Lmht2020xthayba nha ae,0,train,False,False
Thang Viet xin về tự thủ à =)),0,train,False,False
Hoàng HuyTiến Đạt,0,train,False,False
V abe là con đỹ à,2,train,False,False
"Anh Ba thật đẹp trai và sở hữu 1 bộ não cực kỳ thông minh và nhạy bén trong công việc. Đó là anh Ba Tú, còn anh Ba gà thì ko có",0,train,False,False
Xin video vs bạn ^^,0,train,False,False
Nghi vấn con của abe=)),0,train,False,False
Ngộ độc thực phẩm hả ?,0,train,False,False
Lê Minh Nhất,0,train,False,False
Đánh nó đi thầy,0,train,False,False
#ERROR!,0,train,False,False
Combat lùi abe ơiii,0,train,False,False
"Đụ mẹ, thầy làm clg vậy?",2,train,False,False
Này của anh ba luôn phải không? Hay của thầy selaaaa :v,0,train,False,False
Quá chất abe ơi,0,train,False,False
"Né rồi sao mà học , học ngu sao :))",0,train,False,False
Làm cái giáo án janna ad đi thầy ơi :V,0,train,False,False
Làm ghế ngồi stream đc nha đi vệ sinh tại chỗ,0,train,False,False
Đẹp quên ảnh gốc :))),0,train,False,False
Tuấn Bảo chắc bác pro hơn thầy 😀😀,0,train,False,False
Trung bóng dơ,2,train,False,False
Đụ con đĩ mẹ thầy nhá,2,train,False,False
👍👍👍👍,0,train,False,False
Trung đầu Bùi,2,train,False,False
ae đăng ký kênh ủng hộ mình với ạ,0,train,False,False
thầy nhớ mang vinh quang về - nghệ sĩ hài hước clm,0,train,False,False
Nguyễn Thành Lý ổng mà thấy là ổng đuổi học m đoá :)),0,train,False,False
Sao cái huy hiệu thần binh bữa thầy kêu nhận h vẫn ko có trong game vạy,0,train,False,False
Nguyễn Đức Thắng :))),0,train,False,False
Trao học bổng cho trò này,0,train,False,False
Chúc cô Panda và Thầy Ba và Bò Viên và các bạn nữ trong lớp 20/10 vui vẻ <3,0,train,False,False
:))) thầy sela,0,train,False,False
Thiên linh linh địa linh linh :)),0,train,False,False
Cắt cổ các đối thủ .... anh trung sát thủ,0,train,False,False
Anh em nào yếu sly ib e tư vấn nhé 🤒🤒,0,train,False,False
Fan cứng có khác :))))),0,train,False,False
anh trung cô hồn,2,train,False,False
Thầy t vẫn đẹp trai và phong độ như ngày nào chúng m nhỉ :v.,0,train,False,False
Về nhà vợ ơi 😗,0,train,False,False
thoạt nhìn tưởng phim kinh dị,0,train,False,False
Tết rồi.,0,train,False,False
Tình nghĩa anh em có chắc bền lâu,0,train,False,False
hôm ni thầy đánh đỉnh quá...thầy k áp dụng các giáo án trên stream là auto win!,0,train,False,False
Thế Vinh cửu vĩ,0,train,False,False
Hoàng Thu Trang lại nữa,0,train,False,False
Võ Thành Nhân huyền thoại :((,0,train,False,False
"khi nào về thầy ơi , nhớ thầy quá rồi =))",0,train,False,False
Cái j nó nhổng lên v abe 😂,0,train,False,False
Gởi thầy ba,0,train,False,False
Coi vui ghê,0,train,False,False
Mê phải rồi :v,0,train,False,False
thầy khen chị ở dơ hả chị ?,0,train,False,False
Về nhà vợ ơi 😗,0,train,False,False
Cay đỏ dái,1,train,False,False
xóa kênh cũ trước đã,0,train,False,False
:)))))),0,train,False,False
Xin video ạ,0,train,False,False
Phạm Văn Đại đjs :v,2,train,False,False
Hello mấy đứa lại là Thầy đây🤣🤣🤣,0,train,False,False
Lại cực phẩm của abe,0,train,False,False
v ai đag ỉa trog toilet đây??,0,train,False,False
Giáo án cc gì đây,1,train,False,False
Trung thầy bói,0,train,False,False
rửa nách cho tiểu tiểu đi anh ba,0,train,False,False
🤣🤣🤣 chao su phu,0,train,False,False
Thịt lợn tăng,0,train,False,False
Nhìn giả tạo vcl,1,train,False,False
Nhớ đeo Huy Hiệu để được ưu tiên chỗ ngồi và bốc thăm nhé!,0,train,False,False
Thầy Giáo Ba ngu như Ba Rọi Béo :)))),2,train,False,False
Văn Qúy xin video bạn ơi,0,train,False,False
Tiểu Tiểu Đại Đại nữa bé Ba ơi :)),0,train,False,False
Link bạn,0,train,False,False
Okei Abe nè =))),0,train,False,False
.,0,train,False,False
Ai thích bé này hơm :)))),0,train,False,False
Giống nhau như 2 giọt nước luôn Thầy,0,train,False,False
Cũng hên vãiiiiiii 😆,0,train,False,False
Lon ma m nka,2,train,False,False
Sống thật đi ba gà ak 😞😞😞,0,train,False,False
Mini Tae dơ vcl,0,train,False,False
anh bar ơi cứu tú:v,0,train,False,False
Còn bạn gái em là hoàng thị loan nha thầy,0,train,False,False
Ca sĩ thầy ba lên ngôi,0,train,False,False
đẹp zai của abe là đây,0,train,False,False
Ok thầy ;v,0,train,False,False
Có mấy đứa sợ thì thôi đừng có đú trang chủ liên minh nó đưa ra mà sợ còn mấy cái link ngu thì lại vào,0,train,False,False
Cũng hên vãiiiiiii 😆,0,train,False,False
nứng chưa ae,1,train,False,False
Camera sắc nét quá Thầy ời :)),0,train,False,False
Hiếu Bùi sủa dơ,2,train,False,False
Chương trình chắc tìm mãi mới ra được đoạn thầy ko chửi thề😫,0,train,False,False
Ủa j tui đánh nor cậu ơi @@,0,train,False,False
Nguyễn Trung Tuấn thôiii:v để dành,0,train,False,False
Nguyễn Thanh Tú chăm học vào,0,train,False,False
Loại nghiện game + săm trổ k có tương lai đâu nha,0,train,False,False
Ba gà,0,train,False,False
Hãnh diện về ng thầy có tâm nhất của năm.,0,train,False,False
Abe lo được <3,0,train,False,False
được đấy,0,train,False,False
Xem a be tất hàiiii,0,train,False,False
Đến game cùi này cũng có học trò thầy,0,train,False,False
Ngô Tấn Hưng địt mẹ. Nói đúng còn nói bự,0,train,False,False
nguyễn liêm nhầm lẫn tai hại,0,train,False,False
người làm thầy 3 + sena + petlan và bố già kalista thua mấy ngày nay,0,train,False,False
🤣🤣🤣🤣,0,train,False,False
Minh Toàn,0,train,False,False
Đỗ Đức An Tui chứ ai 😂 đốt nhà Abe xíu.,0,train,False,False
nói QC game lại tự ái,0,train,False,False
khi nào xóa kênh nhớ rì viu anh nhé!,0,train,False,False
Chúc gia đình thầy 1 ngày chủ nhật yên bình,0,train,False,False
Nguyễn Thanh Chiến đêm tỏ tình nha 😅,0,train,False,False
😢,0,train,False,False
Già mà non =))),0,train,False,False
Căng quá abe ơi,0,train,False,False
Hết r :)),0,train,False,False
Hóng clip thử thách 24h ngủ với Susan của Abe nào ae 🙂,0,train,False,False
Trung đẹp đấy mà đéo ngầu bằng tao đâu 🤪,0,train,False,False
căng...,0,train,False,False
Tưởng k có tuổi vs vong ba gà,0,train,False,False
Tự hào thầy Ba gold :)),0,train,False,False
Run men house,0,train,False,False
cái mỏ l*n trong làng hài khẩu nghiệp!,1,train,False,False
Công thức đập của thầy ba hayy vãi ae à,0,train,False,False
Vinh Nguyễn Văn c.i vừa sinh baby hơn 2 tuần r á e 😁,0,train,False,False
"I am searching for beautiful girl in the comment section, so that i can reply her and send friend request later, in hope that she will become mother of my children, who are waiting for her at home.",0,train,False,False
Nguyễn Quốc An thầy ba stress mấy giờ z tụi xem vs,0,train,False,False
Hưng Phạm sao mình nhập nó bảo nhận đc huy hiệu jax rồi mà vào game lại k thấy b nhỉ,0,train,False,False
Ban gai quoc dan dang thay do o nha minh nhe :3,0,train,False,False
Xin clip với bạn,0,train,False,False
abe dạo này nóng quá à hoong quạo nha abe . số abe nó mở ra zị thôi chửi cc nè abe,0,train,False,False
đc thầy ơi,0,train,False,False
Studio mới luôn rồi,0,train,False,False
Trung bá zoe,2,train,False,False
Đm abe giống bóng vcccc,2,train,False,False
"Cuộc sống mà , ae ủng hộ album quảng cáo của thầy t nhe",0,train,False,False
Hồ Thị Trúc Phương hôg sao..khoảnh khắc huyền thoại khác sẽ ra đời 🤣🤣,0,train,False,False
nghỉ lâu thế thầy :(((,0,train,False,False
vui là chính,0,train,False,False
Lê Ngọc Minh Châu đóng học phí trong nonolive là chổ nào vậy bạn,0,train,False,False
Hóng thầy 3 làm 1 số clip về pubg,0,train,False,False
Phạm Minh Tuấn ảnh của ông à,0,train,False,False
Mọi người đều xanh... trừ thầy :)),0,train,False,False
Lâm Đỗ Hoàng Thông panba,0,train,False,False
Lê Hoàng Trọng bác cho tui xin vd đc k bác,0,train,False,False
Nguyễn Tài koi ccc bn,2,train,False,False
❤,0,train,False,False
Dụ má,1,train,False,False
Abe tính cả rồi đánh VCSA xong bán suất trả nợ cho sena,0,train,False,False
Ngồi yên để thầy kể về 1 huyền thoại :)),0,train,False,False
Xin hân hạnh giới thiệu nghệ sĩ hài số 1 trong làng esport việt,0,train,False,False
lik đâu dcm,1,train,False,False
Nguyễn Thanh Chiến đêm tỏ tình nha 😅,0,train,False,False
K7 ????,0,train,False,False
Này đẹp hơn,0,train,False,False
Cay vãi c***,1,train,False,False
cũng đc đó,0,train,False,False
lại đêu,0,train,False,False
Võ Hoài Phong xin video,0,train,False,False
Quà dành tặng abe khi tết về =)),0,train,False,False
mà nhập code này là đc 2 huy hiệu luôn à ??,0,train,False,False
Clm thầy,2,train,False,False
Đức Huy vô nghe thầy giảg bài nha,0,train,False,False
thầy nhớ mang vinh quang về - nghệ sĩ hài hước clm,1,train,False,False
người làm thầy 3 + sena + petlan và bố già kalista thua mấy ngày nay,0,train,False,False
Đức Mạnh gaga,0,train,False,False
Khá cayy 😂,0,train,False,False
Võ Minh Hiếu xin vid ạ,0,train,False,False
Già mà dơ,1,train,False,False
?,0,train,False,False
vinahouse anh 3 :)),0,train,False,False
Anh trung vô diện,0,train,False,False
Nguyễn Trọng Quốc nguyễn khánh toàn chứ trần cái gì,0,train,False,False
ok gionf,0,train,False,False
Mốt thấy ạc treo trên shop :)))))))),0,train,False,False
❤️,0,train,False,False
Abe tính cả rồi đánh VCSA xong bán suất trả nợ cho sena,0,train,False,False
Sao e nhập nó lại ghi như v thầy. Ko đc :(,0,train,False,False
Kiều Trung Kiên tướng mới YaBa 🤣🤣,0,train,False,False
Truyền Thái Y chưa mấy đứa >.< thầy còn bệnh nè,0,train,False,False
E,0,train,False,False
Cắt cổ các đối thủ .... anh trung sát thủ,0,train,False,False
Clear hương bia tắm không biết sạch không nhưng hơi say,0,train,False,False
Già mà non quá =)),0,train,False,False
Ae cẩn thận đừng lái máy cày sau khi uống rượu nhá,0,train,False,False
Lộc Thành Đặng anh ba tan xác =)))))),0,train,False,False
Nguyễn Bảo Nguyen Bao Minh lời hứa năm xưa,0,train,False,False
Thầy... vụ này sao thầy,0,train,False,False
Ba cát lạng,0,train,False,False
Hưng Phạm khi nào nó trao ta,0,train,False,False
Hóng abe làm game thêm hard cho học sinh mãn nhãn,0,train,False,False
Trần Nhựt Linh nè,0,train,False,False
Kk,0,train,False,False
Ok thầy,0,train,False,False
Abe stream bên kênh nào dạ,0,train,False,False
Mini Tae cai l,2,train,False,False
Anh Ba Sa Đéc,0,train,False,False
Thầy có hướng nghiệp nghề này hông zạ 🙄,0,train,False,False
Cho ae nhìn kênh ba tú lần cuối,0,train,False,False
Thầy tui còn đi đóng phim nữa mờ :))),0,train,False,False
Nguyễn Thịnh 6 múi luôn kìa,0,train,False,False
Bùi Trường Singed nữaa =)),0,train,False,False
"Thầy đánh như thế là ổn áp r, đặc biệt cái giáo án nhường shutdown cho quái là quá ổn áp luôn, yêu thầy :3",0,train,False,False
được đấy,0,train,False,False
lớn mấy tuổi đầu rồi nói cho như thằng ko não ??? Vẫn cố làm trò ngu si của mik để câu view ??? Não cá vàng éo hiểu sao đc lm youtuber :)) bệnh hoạn vkl chửi cho càng bị bệnh nặng :)),2,train,False,False
Thi nhau add =)),0,train,False,False
Thầy đang quay tay nha mọi người,0,train,False,False
Thanh Trà Trương ??,0,train,False,False
cái lồn má,1,train,False,False
thầy khen chị ở dơ hả chị ?,0,train,False,False
